"source","nr_p_values","nr_errors","nr_decision_errors","year","journal","mean_nr_p_values_year","mean_nr_errors_year","mean_nr_decision_errors_year","nr_p_values_year","nr_errors_year","nr_decision_errors_year"
"2006-16-LSP-rudolph-von-hecker-2006-three-principles-of-explanation-verb-schemas-balance-and-imbalance-repair.pdf",19,0,0,2006,"LSP",15.4545454545455,1.09090909090909,0,170,12,0
"2006-17-LaS-titone-et-al-2006-age-related-impairments-in-the-revision-of-syntactic-misanalyses-effects-of-prosody.pdf",51,4,0,2006,"LaS",19.375,1.5,0,155,12,0
"2006-19-LSP-ryan-et-al-2006-evaluations-of-older-adult-assertiveness-in-problematic-clinical-encounters.pdf",19,0,0,2006,"LSP",15.4545454545455,1.09090909090909,0,170,12,0
"2006-20-LaS-weber-et-al-2006-finding-referents-in-time-eye-tracking-evidence-for-the-role-of-contrastive-accents.pdf",4,0,0,2006,"LaS",19.375,1.5,0,155,12,0
"2006-22-LSP-thompson-et-al-2006-the-effects-of-preschool-girls-and-boys-help-seeking-on-adult-evaluations-of-dyadic-problem-solving.pdf",14,1,0,2006,"LSP",15.4545454545455,1.09090909090909,0,170,12,0
"2006-23-LSP-thomson-2006-the-effect-of-topic-of-discussion-on-gendered-language-in-computer-mediated-communication-discussion.pdf",3,0,0,2006,"LSP",15.4545454545455,1.09090909090909,0,170,12,0
"2007-00-LaS-astesano-et-al-2007-structural-influences-on-initial-accent-placement-in-french.pdf",13,1,0,2007,"LaS",9.44444444444444,1.22222222222222,0.666666666666667,85,11,6
"2007-02-LSP-bernache-assollant-et-al-2007-basking-in-reflected-glory-and-blasting-differences-in-identity-management-strategies.pdf",3,2,0,2007,"LSP",14.875,1.75,0.5,119,14,4
"2007-02-LaS-dankovicova-et-al-2007-the-relationship-between-musical-skills-music-training-and-intonation-analysis-skills.pdf",24,0,0,2007,"LaS",9.44444444444444,1.22222222222222,0.666666666666667,85,11,6
"2007-03-LSP-blankenship-craig-2007-powerless-language-markers-and-the-correspondence-bias-attitude-confidence-mediates-the-effects.pdf",48,6,1,2007,"LSP",14.875,1.75,0.5,119,14,4
"2007-04-LSP-carnaghi-maass-2007-in-group-and-out-group-perspectives-in-the-use-of-derogatory-group-labels-gay-versus-fag.pdf",10,3,1,2007,"LSP",14.875,1.75,0.5,119,14,4
"2007-04-LaS-grabe-et-al-2007-connecting-intonation-labels-to-mathematical-descriptions-of-fundamental-frequency.pdf",4,2,0,2007,"LaS",9.44444444444444,1.22222222222222,0.666666666666667,85,11,6
"2007-05-LSP-chen-bond-2007-explaining-language-priming-effects-further-evidence-for-ethnic-affirmation-among-chinese-english.pdf",11,1,1,2007,"LSP",14.875,1.75,0.5,119,14,4
"2007-05-LaS-kabak-idsardi-2007-perceptual-distortions-in-the-adaptation-of-english-consonant-clusters-syllable-structure-or.pdf",3,0,0,2007,"LaS",9.44444444444444,1.22222222222222,0.666666666666667,85,11,6
"2007-06-LSP-fox-et-al-2007-the-medium-makes-a-difference-gender-similarities-and-differences-in-instant-messaging.pdf",4,1,0,2007,"LSP",14.875,1.75,0.5,119,14,4
"2007-09-LaS-mikuteit-reetz-2007-caught-in-the-act-the-timing-of-aspiration-and-voicing-in-east-bengali.pdf",5,0,0,2007,"LaS",9.44444444444444,1.22222222222222,0.666666666666667,85,11,6
"2007-10-LSP-igou-2007-additional-thoughts-on-conversational-and-motivational-sources-of-the-dilution-effect.pdf",9,0,0,2007,"LSP",14.875,1.75,0.5,119,14,4
"2007-10-LaS-mooshammer-et-al-2007-jaw-and-order.pdf",8,1,0,2007,"LaS",9.44444444444444,1.22222222222222,0.666666666666667,85,11,6
"2007-11-LaS-munson-2007-the-acoustic-correlates-of-perceived-masculinity-perceived-femininity-and-perceived-sexual-orientation.pdf",16,0,0,2007,"LaS",9.44444444444444,1.22222222222222,0.666666666666667,85,11,6
"2007-12-LSP-kemmelmeier-2007-does-the-dilution-effect-have-a-conversational-basis.pdf",16,0,0,2007,"LSP",14.875,1.75,0.5,119,14,4
"2007-14-LLT-11_03_murphy.pdf",7,0,0,2007,"LLT",7,0,0,7,0,0
"2007-14-LaS-pattamadilok-et-al-2007-orthographic-representations-in-spoken-word-priming-no-early-automatic-activation.pdf",7,6,6,2007,"LaS",9.44444444444444,1.22222222222222,0.666666666666667,85,11,6
"2007-17-LaS-rose-king-2007-speech-error-elicitation-and-co-occurrence-restrictions-in-two-ethiopian-semitic-languages.pdf",5,1,0,2007,"LaS",9.44444444444444,1.22222222222222,0.666666666666667,85,11,6
"2007-20-LSP-stern-et-al-2007-positive-prejudice-toward-disabled-persons-using-synthesized-speech-does-the-effect-persist-across.pdf",18,1,1,2007,"LSP",14.875,1.75,0.5,119,14,4
"2008-00-LSP-anderson-clark-et-al-2008-the-relationship-between-first-names-and-teacher-expectations-for-achievement-motivation.pdf",3,0,0,2008,"LSP",9.53846153846154,2.38461538461538,0,124,31,0
"2008-00-LaS-baker-et-al-2008-child-adult-differences-in-second-language-phonological-learning-the-role-of-cross-language-similarity.pdf",33,11,1,2008,"LaS",11.4545454545455,2.27272727272727,0.181818181818182,126,25,2
"2008-01-LLT-12_01_smith.pdf",1,0,0,2008,"LLT",6.5,1.5,0,13,3,0
"2008-02-LaS-clopper-bradlow-2008-perception-of-dialect-variation-in-noise-intelligibility-and-classification.pdf",11,2,0,2008,"LaS",11.4545454545455,2.27272727272727,0.181818181818182,126,25,2
"2008-05-LLT-12_02_xingetal.pdf",12,3,0,2008,"LLT",6.5,1.5,0,13,3,0
"2008-06-LSP-clark-semin-2008-receivers-expectations-for-abstract-versus-concrete-construal-conversational-relevance-as-a.pdf",9,2,0,2008,"LSP",9.53846153846154,2.38461538461538,0,124,31,0
"2008-06-LaS-goslin-frauenfelder-2008-vowel-aperture-and-syllable-segmentation-in-french.pdf",8,2,0,2008,"LaS",11.4545454545455,2.27272727272727,0.181818181818182,126,25,2
"2008-07-LaS-halle-et-al-2008-do-11-month-old-french-infants-process-articles.pdf",17,0,0,2008,"LaS",11.4545454545455,2.27272727272727,0.181818181818182,126,25,2
"2008-08-LSP-douglas-et-al-2008-could-you-mind-your-language-an-investigation-of-communicators-ability-to-inhibit-linguistic-bias.pdf",25,9,0,2008,"LSP",9.53846153846154,2.38461538461538,0,124,31,0
"2008-08-LaS-jae-yung-song-demuth-2008-compensatory-vowel-lengthening-for-omitted-coda-consonants-a-phonetic-investigation-of.pdf",9,0,0,2008,"LaS",11.4545454545455,2.27272727272727,0.181818181818182,126,25,2
"2008-09-LSP-dress-et-al-2008-regional-variation-in-the-use-of-sarcasm.pdf",10,1,0,2008,"LSP",9.53846153846154,2.38461538461538,0,124,31,0
"2008-10-LSP-durik-et-al-2008-the-effects-of-hedges-in-persuasive-arguments-a-nuanced-analysis-of-language.pdf",14,0,0,2008,"LSP",9.53846153846154,2.38461538461538,0,124,31,0
"2008-10-LaS-jolly-plunkett-2008-inflectional-bootstrapping-in-2-year-olds.pdf",4,0,0,2008,"LaS",11.4545454545455,2.27272727272727,0.181818181818182,126,25,2
"2008-12-LaS-knight-2008-the-shape-of-nuclear-falls-and-their-effect-on-the-perception-of-pitch-and-prominence-peaks-vs-plateaux.pdf",9,1,1,2008,"LaS",11.4545454545455,2.27272727272727,0.181818181818182,126,25,2
"2008-13-LSP-heffernan-2008-an-investigation-of-diachronic-change-in-communication-accommodation.pdf",1,1,0,2008,"LSP",9.53846153846154,2.38461538461538,0,124,31,0
"2008-13-LaS-lee-lee-2008-an-event-structural-account-of-passive-acquisition-in-korean.pdf",7,0,0,2008,"LaS",11.4545454545455,2.27272727272727,0.181818181818182,126,25,2
"2008-14-LaS-mani-et-al-2008-phonological-specificity-of-vowel-contrasts-at-18-months.pdf",16,8,0,2008,"LaS",11.4545454545455,2.27272727272727,0.181818181818182,126,25,2
"2008-15-LaS-morrison-2008-l1-spanish-speakers-acquisition-of-the-english-i-i-contrast-duration-based-perception-is-not-the-initial.pdf",1,0,0,2008,"LaS",11.4545454545455,2.27272727272727,0.181818181818182,126,25,2
"2008-16-LaS-vitevitch-et-al-2008-word-length-and-lexical-competition-longer-is-the-same-as-shorter.pdf",11,1,0,2008,"LaS",11.4545454545455,2.27272727272727,0.181818181818182,126,25,2
"2008-18-LSP-lin-et-al-2008-young-adults-intergenerational-communication-schemas-in-taiwan-and-the-usa.pdf",7,0,0,2008,"LSP",9.53846153846154,2.38461538461538,0,124,31,0
"2008-19-LSP-molinsky-wei-qi-elaine-perunovic-2008-training-wheels-for-cultural-learning-poor-language-fluency-and-its-shielding.pdf",12,1,0,2008,"LSP",9.53846153846154,2.38461538461538,0,124,31,0
"2008-21-LSP-moscatelli-et-al-2008-linguistic-discrimination-in-minimal-groups-the-impact-of-status-differentials.pdf",16,7,0,2008,"LSP",9.53846153846154,2.38461538461538,0,124,31,0
"2008-23-LSP-parks-roberton-2008-generation-gaps-in-attitudes-toward-sexist-nonsexist-language.pdf",1,0,0,2008,"LSP",9.53846153846154,2.38461538461538,0,124,31,0
"2008-24-LSP-rubini-menegatti-2008-linguistic-bias-in-personnel-selection.pdf",21,9,0,2008,"LSP",9.53846153846154,2.38461538461538,0,124,31,0
"2008-28-LSP-stern-2008-computer-synthesized-speech-and-perceptions-of-the-social-influence-of-disabled-users.pdf",4,0,0,2008,"LSP",9.53846153846154,2.38461538461538,0,124,31,0
"2008-29-LSP-sutton-douglas-2008-celebrating-two-decades-of-linguistic-bias-research-an-introduction.pdf",1,1,0,2008,"LSP",9.53846153846154,2.38461538461538,0,124,31,0
"2009-00-LaS-baker-bradlow-2009-variability-in-word-duration-as-a-function-of-probability-speech-style-and-prosody.pdf",7,0,0,2009,"LaS",14.2,4.1,0.3,142,41,3
"2009-01-LSP-dino-et-al-2008-online-interactions-between-group-members-who-differ-in-status.pdf",7,0,0,2009,"LSP",12.3333333333333,1,0.133333333333333,185,15,2
"2009-02-LaS-de-vos-et-al-2009-mixed-signals-combining-linguistic-and-affective-functions-of-eyebrows-in-questions-in-sign-language.pdf",4,0,0,2009,"LaS",14.2,4.1,0.3,142,41,3
"2009-03-LLT-13_01_sauro.pdf",10,6,3,2009,"LLT",9.8,1.4,0.8,49,7,4
"2009-03-LSP-hee-sun-park-xiaowen-guan-2009-culture-positive-and-negative-face-threats-and-apology-intentions.pdf",46,2,0,2009,"LSP",12.3333333333333,1,0.133333333333333,185,15,2
"2009-03-LaS-dohen-loevenbruck-2009-interaction-of-audition-and-vision-for-the-perception-of-prosodic-contrastive-focus.pdf",24,1,1,2009,"LaS",14.2,4.1,0.3,142,41,3
"2009-04-LaS-domahs-et-al-2009-event-related-potentials-reflecting-the-processing-of-phonological-constraint-violations.pdf",5,0,0,2009,"LaS",14.2,4.1,0.3,142,41,3
"2009-05-LLT-13_02_motohashisaigohardison.pdf",28,0,0,2009,"LLT",9.8,1.4,0.8,49,7,4
"2009-05-LSP-hoyt-yeater-2009-factors-affecting-women-s-verbal-immediacy-to-sexually-risky-situations.pdf",3,1,0,2009,"LSP",12.3333333333333,1,0.133333333333333,185,15,2
"2009-09-LLT-13_03_hincksedlund.pdf",1,1,1,2009,"LLT",9.8,1.4,0.8,49,7,4
"2009-09-LSP-kang-rubin-2009-reverse-linguistic-stereotyping-measuring-the-effect-of-listener-expectations-on-speech-evaluation.pdf",7,3,2,2009,"LSP",12.3333333333333,1,0.133333333333333,185,15,2
"2009-10-LLT-13_03_tannerlandon.pdf",6,0,0,2009,"LLT",9.8,1.4,0.8,49,7,4
"2009-10-LaS-nazzi-bertoncini-2009-phonetic-specificity-in-early-lexical-acquisition-new-evidence-from-consonants-in-coda-positions.pdf",10,7,2,2009,"LaS",14.2,4.1,0.3,142,41,3
"2009-11-LLT-13_03_warrenelgortcrabbe.pdf",4,0,0,2009,"LLT",9.8,1.4,0.8,49,7,4
"2009-11-LSP-mange-et-al-2009-is-your-language-a-social-clue-lexical-markers-and-social-identity.pdf",7,0,0,2009,"LSP",12.3333333333333,1,0.133333333333333,185,15,2
"2009-12-LSP-mcglone-pfiester-2008-does-time-fly-when-you-re-having-fun-or-do-you-affect-agency-and-embodiment-in-temporal.pdf",18,0,0,2009,"LSP",12.3333333333333,1,0.133333333333333,185,15,2
"2009-13-LSP-moore-brody-2009-linguistic-predictors-of-mindfulness-in-written-self-disclosure-narratives.pdf",18,4,0,2009,"LSP",12.3333333333333,1,0.133333333333333,185,15,2
"2009-14-LSP-mosher-danoff-burg-2008-cancer-patients-versus-cancer-survivors-social-and-emotional-consequences-of-word-choice.pdf",11,0,0,2009,"LSP",12.3333333333333,1,0.133333333333333,185,15,2
"2009-15-LaS-scarborough-et-al-2009-optical-phonetics-and-visual-perception-of-lexical-and-phrasal-stress-in-english.pdf",12,4,0,2009,"LaS",14.2,4.1,0.3,142,41,3
"2009-16-LSP-odato-keller-cohen-2009-evaluating-the-speech-of-younger-and-older-adults-age-gender-and-speech-situation.pdf",16,0,0,2009,"LSP",12.3333333333333,1,0.133333333333333,185,15,2
"2009-16-LaS-tamaoka-makioka-2009-japanese-mental-syllabary-and-effects-of-mora-syllable-bi-mora-and-word-frequencies-on-japanese.pdf",17,0,0,2009,"LaS",14.2,4.1,0.3,142,41,3
"2009-17-LSP-paladino-et-al-2009-second-language-competence-in-the-italian-speaking-population-of-alto-adige-sudtirol-evidence-for.pdf",5,0,0,2009,"LSP",12.3333333333333,1,0.133333333333333,185,15,2
"2009-18-LSP-pettijohn-sacco-2009-the-language-of-lyrics-an-analysis-of-popular-billboard-songs-across-conditions-of-social-and.pdf",4,3,0,2009,"LSP",12.3333333333333,1,0.133333333333333,185,15,2
"2009-18-LaS-vion-colas-2009-intentional-control-and-operational-constraints-in-prosodic-phrasing-a-study-of-picture-elicited.pdf",22,9,0,2009,"LaS",14.2,4.1,0.3,142,41,3
"2009-19-LaS-vroomen-baart-2009-recalibration-of-phonetic-categories-by-lipread-speech-measuring-aftereffects-after-a-24-hour-delay.pdf",4,0,0,2009,"LaS",14.2,4.1,0.3,142,41,3
"2009-20-LSP-purnell-2009-convergence-and-contact-in-milwaukee-evidence-from-select-african-american-and-white-vowel-space-features.pdf",7,0,0,2009,"LSP",12.3333333333333,1,0.133333333333333,185,15,2
"2009-20-LaS-wilbur-2009-effects-of-varying-rate-of-signing-on-asl-manual-signs-and-nonmanual-markers.pdf",37,20,0,2009,"LaS",14.2,4.1,0.3,142,41,3
"2009-21-LSP-whalen-et-al-2009-should-be-fun-not-incidence-and-marking-of-nonliteral-language-in-e-mail.pdf",12,1,0,2009,"LSP",12.3333333333333,1,0.133333333333333,185,15,2
"2009-22-LSP-wilson-et-al-2008-identity-implications-of-relationship-(re)definition-goals-an-analysis-of-face-threats-and-facework.pdf",20,1,0,2009,"LSP",12.3333333333333,1,0.133333333333333,185,15,2
"2009-24-LSP-zhang-lin-2009-conflict-initiating-factors-in-intergenerational-relationships.pdf",4,0,0,2009,"LSP",12.3333333333333,1,0.133333333333333,185,15,2
"2010-00-LaS-anderson-carlson-2010-syntactic-structure-guides-prosody-in-temporarily-ambiguous-sentences.pdf",2,0,0,2010,"LaS",14.4,1.33333333333333,0.333333333333333,216,20,5
"2010-01-LaS-barkhuysen-et-al-2010-crossmodal-and-incremental-perception-of-audiovisual-cues-to-emotional-speech.pdf",26,3,2,2010,"LaS",14.4,1.33333333333333,0.333333333333333,216,20,5
"2010-02-LLT-14_01_winkegasssydorenko.pdf",6,2,0,2010,"LLT",7.66666666666667,1,0,23,3,0
"2010-02-LSP-bangerter-et-al-2010-managing-third-party-interruptions-in-conversations-effects-of-duration-and-conversational-role.pdf",10,0,0,2010,"LSP",10.4615384615385,0.692307692307692,0,136,9,0
"2010-02-LaS-bavin-et-al-2010-testing-auditory-processing-skills-and-their-associations-with-language-in-4-5-year-olds.pdf",5,0,0,2010,"LaS",14.4,1.33333333333333,0.333333333333333,216,20,5
"2010-03-LaS-campbell-et-al-2010-spatial-and-temporal-properties-of-gestures-in-north-american-english-r.pdf",11,0,0,2010,"LaS",14.4,1.33333333333333,0.333333333333333,216,20,5
"2010-04-LSP-boltz-et-al-2010-jo-are-you-lying-to-me-temporal-cues-for-deception.pdf",1,1,0,2010,"LSP",10.4615384615385,0.692307692307692,0,136,9,0
"2010-05-LLT-14_02_dehaanreedkuwada.pdf",8,0,0,2010,"LLT",7.66666666666667,1,0,23,3,0
"2010-06-LSP-choplin-2009-i-am-fatter-than-she-is-language-expressible-body-size-comparisons-bias-judgments-of-body-size.pdf",8,0,0,2010,"LSP",10.4615384615385,0.692307692307692,0,136,9,0
"2010-06-LaS-engelhardt-ferreira-2010-processing-coordination-ambiguity.pdf",7,1,0,2010,"LaS",14.4,1.33333333333333,0.333333333333333,216,20,5
"2010-07-LLT-14_02_sydorenko.pdf",9,1,0,2010,"LLT",7.66666666666667,1,0,23,3,0
"2010-07-LSP-deandrea-et-al-2010-online-language-the-role-of-culture-in-self-expression-and-self-construal-on-facebook.pdf",9,1,0,2010,"LSP",10.4615384615385,0.692307692307692,0,136,9,0
"2010-07-LaS-escudero-wanrooij-2010-the-effect-of-l1-orthography-on-non-native-vowel-perception.pdf",1,1,0,2010,"LaS",14.4,1.33333333333333,0.333333333333333,216,20,5
"2010-08-LSP-demeure-2010-facework-and-utilitarian-relevance-in-the-disambiguation-of-statements-with-two-indirect-interpretations.pdf",16,3,0,2010,"LSP",10.4615384615385,0.692307692307692,0,136,9,0
"2010-10-LSP-fowler-soliz-2009-responses-of-young-adult-grandchildren-to-grandparents-painful-self-disclosures.pdf",12,0,0,2010,"LSP",10.4615384615385,0.692307692307692,0,136,9,0
"2010-10-LaS-hayes-harb-et-al-2010-learning-the-phonological-forms-of-new-words-effects-of-orthographic-and-auditory-input.pdf",10,0,0,2010,"LaS",14.4,1.33333333333333,0.333333333333333,216,20,5
"2010-11-LSP-gluszek-dovidio-2010-speaking-with-a-nonnative-accent-perceptions-of-bias-communication-difficulties-and-belonging-in.pdf",21,1,0,2010,"LSP",10.4615384615385,0.692307692307692,0,136,9,0
"2010-11-LaS-kapatsinski-2010-frequency-of-use-leads-to-automaticity-of-production-evidence-from-repair-in-conversation.pdf",8,1,0,2010,"LaS",14.4,1.33333333333333,0.333333333333333,216,20,5
"2010-12-LaS-lee-et-al-2010-identification-of-acoustically-modified-mandarin-tones-by-non-native-listeners.pdf",21,0,0,2010,"LaS",14.4,1.33333333333333,0.333333333333333,216,20,5
"2010-13-LaS-ota-et-al-2010-is-a-fan-always-fun-phonological-and-orthographic-effects-in-bilingual-visual-word-recognition.pdf",12,0,0,2010,"LaS",14.4,1.33333333333333,0.333333333333333,216,20,5
"2010-14-LaS-pattamadilok-et-al-2010-auditory-word-serial-recall-benefits-from-orthographic-dissimilarity.pdf",25,1,0,2010,"LaS",14.4,1.33333333333333,0.333333333333333,216,20,5
"2010-15-LSP-holtgraves-mcnamara-2010-parkinson-s-disease-and-politeness.pdf",14,1,0,2010,"LSP",10.4615384615385,0.692307692307692,0,136,9,0
"2010-15-LaS-sandra-2010-homophone-dominance-at-the-whole-word-and-sub-word-levels-spelling-errors-suggest-full-form-storage-of.pdf",30,0,0,2010,"LaS",14.4,1.33333333333333,0.333333333333333,216,20,5
"2010-16-LaS-scharinger-lahiri-2010-height-differences-in-english-dialects-consequences-for-processing-and-representation.pdf",29,6,2,2010,"LaS",14.4,1.33333333333333,0.333333333333333,216,20,5
"2010-17-LSP-palomares-lee-2009-virtual-gender-identity-the-linguistic-assimilation-to-gendered-avatars-in-computer-mediated.pdf",14,1,0,2010,"LSP",10.4615384615385,0.692307692307692,0,136,9,0
"2010-18-LaS-so-best-2010-cross-language-perception-of-non-native-tonal-contrasts-effects-of-native-phonological-and-phonetic.pdf",22,7,1,2010,"LaS",14.4,1.33333333333333,0.333333333333333,216,20,5
"2010-19-LSP-rice-et-al-2009-what-did-you-just-call-me-european-and-american-ratings-of-the-valence-of-ethnophaulisms.pdf",7,1,0,2010,"LSP",10.4615384615385,0.692307692307692,0,136,9,0
"2010-20-LaS-warner-et-al-2010-intonational-structure-as-a-word-boundary-cue-in-tokyo-japanese.pdf",7,0,0,2010,"LaS",14.4,1.33333333333333,0.333333333333333,216,20,5
"2010-21-LSP-schweinle-et-al-2010-maritally-aggressive-men-angry-egocentric-impulsive-and-or-biased.pdf",8,0,0,2010,"LSP",10.4615384615385,0.692307692307692,0,136,9,0
"2010-24-LSP-verkuyten-thijs-2010-ethnic-minority-labeling-multiculturalism-and-the-attitude-of-majority-group-members.pdf",5,0,0,2010,"LSP",10.4615384615385,0.692307692307692,0,136,9,0
"2010-25-LSP-westerman-tamborini-2010-scriptedness-and-televised-sports-violent-consumption-and-viewer-enjoyment.pdf",11,0,0,2010,"LSP",10.4615384615385,0.692307692307692,0,136,9,0
"2011-00-LaS-amir-grinfeld-2011-articulation-rate-in-childhood-and-adolescence-hebrew-speakers.pdf",29,3,0,2011,"LaS",18.0714285714286,2.5,0.0714285714285714,253,35,1
"2011-01-LSP-abrams-bippus-2011-an-intergroup-investigation-of-disparaging-humor.pdf",13,0,0,2011,"LSP",16.4545454545455,1.45454545454545,0.0909090909090909,181,16,1
"2011-01-LaS-bion-et-al-2011-acoustic-markers-of-prominence-influence-infants-and-adults-segmentation-of-speech-sequences.pdf",12,1,0,2011,"LaS",18.0714285714286,2.5,0.0714285714285714,253,35,1
"2011-02-LaS-brentari-et-al-2011-sensitivity-to-visual-prosodic-cues-in-signers-and-nonsigners.pdf",1,0,0,2011,"LaS",18.0714285714286,2.5,0.0714285714285714,253,35,1
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf",29,1,0,2011,"LSP",16.4545454545455,1.45454545454545,0.0909090909090909,181,16,1
"2011-06-LSP-gluszek-et-al-2010-social-psychological-orientations-and-accent-strength.pdf",4,0,0,2011,"LSP",16.4545454545455,1.45454545454545,0.0909090909090909,181,16,1
"2011-07-LSP-haslam-et-al-2011-beastly-what-makes-animal-metaphors-offensive.pdf",9,1,0,2011,"LSP",16.4545454545455,1.45454545454545,0.0909090909090909,181,16,1
"2011-07-LaS-fon-et-al-2010-durational-patterning-at-syntactic-and-discourse-boundaries-in-mandarin-spontaneous-speech.pdf",35,1,1,2011,"LaS",18.0714285714286,2.5,0.0714285714285714,253,35,1
"2011-08-LLT-15_03_collentine.pdf",6,1,0,2011,"LLT",6,1,0,6,1,0
"2011-08-LSP-heaton-nygaard-2011-charm-or-harm-effect-of-passage-content-on-listener-attitudes-toward-american-english-accents.pdf",33,5,1,2011,"LSP",16.4545454545455,1.45454545454545,0.0909090909090909,181,16,1
"2011-09-LSP-hosman-siltanen-2011-hedges-tag-questions-message-processing-and-persuasion.pdf",19,4,0,2011,"LSP",16.4545454545455,1.45454545454545,0.0909090909090909,181,16,1
"2011-09-LaS-hsu-2011-the-emergence-of-an-unmarkedness-effect-in-mandarin-speech-errors-nasals-in-a-coda-position.pdf",2,0,0,2011,"LaS",18.0714285714286,2.5,0.0714285714285714,253,35,1
"2011-10-LSP-huffaker-et-al-2010-the-language-of-coalition-formation-in-online-multiparty-negotiations.pdf",2,0,0,2011,"LSP",16.4545454545455,1.45454545454545,0.0909090909090909,181,16,1
"2011-10-LaS-huang-jun-2011-the-effect-of-age-on-the-acquisition-of-second-language-prosody.pdf",10,2,0,2011,"LaS",18.0714285714286,2.5,0.0714285714285714,253,35,1
"2011-11-LAB-lab.1.2.01bru.pdf",19,4,0,2011,"LAB",11.7777777777778,3.11111111111111,0,106,28,0
"2011-11-LSP-knupsky-nagy-bell-2010-dear-professor-the-influence-of-recipient-sex-and-status-on-personalization-and-politeness-in-e.pdf",7,3,0,2011,"LSP",16.4545454545455,1.45454545454545,0.0909090909090909,181,16,1
"2011-12-LSP-lineweaver-et-al-2010-the-effect-of-comprehension-feedback-and-listener-age-on-speech-complexity.pdf",32,1,0,2011,"LSP",16.4545454545455,1.45454545454545,0.0909090909090909,181,16,1
"2011-12-LaS-kingston-et-al-2011-auditory-contrast-versus-compensation-for-coarticulation-data-from-japanese-and-english-listeners.pdf",40,1,0,2011,"LaS",18.0714285714286,2.5,0.0714285714285714,253,35,1
"2011-13-LAB-lab.1.2.02lee.pdf",11,2,0,2011,"LAB",11.7777777777778,3.11111111111111,0,106,28,0
"2011-13-LSP-patterson-et-al-2011-the-decline-of-behavioral-research-examining-language-and-communication-journals.pdf",10,0,0,2011,"LSP",16.4545454545455,1.45454545454545,0.0909090909090909,181,16,1
"2011-13-LaS-liederman-et-al-2011-are-women-more-influenced-than-men-by-top-down-semantic-information-when-listening-to-disrupted.pdf",30,25,0,2011,"LaS",18.0714285714286,2.5,0.0714285714285714,253,35,1
"2011-14-LAB-lab.1.2.03str.pdf",3,0,0,2011,"LAB",11.7777777777778,3.11111111111111,0,106,28,0
"2011-15-LaS-miller-et-al-2011-dialect-effects-in-speech-perception-the-role-of-vowel-duration-in-parisian-french-and-swiss-french.pdf",28,0,0,2011,"LaS",18.0714285714286,2.5,0.0714285714285714,253,35,1
"2011-16-LAB-lab.1.3.01par.pdf",7,5,0,2011,"LAB",11.7777777777778,3.11111111111111,0,106,28,0
"2011-16-LaS-mok-2011-effects-of-vowel-duration-and-vowel-quality-on-vowel-to-vowel-coarticulation.pdf",32,0,0,2011,"LaS",18.0714285714286,2.5,0.0714285714285714,253,35,1
"2011-17-LAB-lab.1.3.02hop.pdf",1,0,0,2011,"LAB",11.7777777777778,3.11111111111111,0,106,28,0
"2011-17-LSP-stewart-et-al-2010-mediated-intergroup-conflict-the-discursive-construction-of-illegal-immigrants-in-a-regional-u-s.pdf",23,1,0,2011,"LSP",16.4545454545455,1.45454545454545,0.0909090909090909,181,16,1
"2011-17-LaS-ordin-2011-palatalization-and-intrinsic-prosodic-vowel-features-in-russian.pdf",16,1,0,2011,"LaS",18.0714285714286,2.5,0.0714285714285714,253,35,1
"2011-18-LAB-lab.1.3.03blo.pdf",6,1,0,2011,"LAB",11.7777777777778,3.11111111111111,0,106,28,0
"2011-19-LAB-lab.1.3.04arm.pdf",46,15,0,2011,"LAB",11.7777777777778,3.11111111111111,0,106,28,0
"2011-19-LaS-pilling-thomas-2011-audiovisual-cues-and-perceptual-learning-of-spectrally-distorted-speech.pdf",3,0,0,2011,"LaS",18.0714285714286,2.5,0.0714285714285714,253,35,1
"2011-20-LAB-lab.1.3.05cho.pdf",11,0,0,2011,"LAB",11.7777777777778,3.11111111111111,0,106,28,0
"2011-20-LaS-reinisch-et-al-2011-speaking-rate-affects-the-perception-of-duration-as-a-suprasegmental-lexical-stress-cue.pdf",4,1,0,2011,"LaS",18.0714285714286,2.5,0.0714285714285714,253,35,1
"2011-21-LaS-scharrer-christmann-2011-voice-modulations-in-german-ironic-speech.pdf",11,0,0,2011,"LaS",18.0714285714286,2.5,0.0714285714285714,253,35,1
"2011-22-LAB-lab.1.4.02sch.pdf",2,1,0,2011,"LAB",11.7777777777778,3.11111111111111,0,106,28,0
"2012-00-LSP-abe-2012-cognitive-affective-styles-associated-with-position-on-war.pdf",3,0,0,2012,"LSP",13.6428571428571,0.642857142857143,0,191,9,0
"2012-00-LaS-babel-bulatov-2011-the-role-of-fundamental-frequency-in-phonetic-accommodation.pdf",12,0,0,2012,"LaS",13.3125,1.1875,0.0625,213,19,1
"2012-01-LAB-lab.2.1.02mcc.pdf",5,2,0,2012,"LAB",13.4285714285714,3.85714285714286,0.285714285714286,94,27,2
"2012-02-LaS-baumann-schumacher-2011-(de-)accentuation-and-the-processing-of-information-status-evidence-from-event-related-brain.pdf",39,0,0,2012,"LaS",13.3125,1.1875,0.0625,213,19,1
"2012-03-LSP-burgers-et-al-2012-verbal-irony-differences-in-usage-across-written-genres.pdf",20,0,0,2012,"LSP",13.6428571428571,0.642857142857143,0,191,9,0
