"source","test_type","df1","df2","test_comp","test_value","p_comp","reported_p","computed_p","raw","error","decision_error","one_tailed_in_txt","apa_factor"
"2010-11-LSP-gluszek-dovidio-2010-speaking-with-a-nonnative-accent-perceptions-of-bias-communication-difficulties-and-belonging-in.pdf","r",NA,86,"=",-0.23,"=",0.03,0.0311046356871145,"r(86) = -.23, p = .03",FALSE,FALSE,FALSE,0.72
"2010-11-LSP-gluszek-dovidio-2010-speaking-with-a-nonnative-accent-perceptions-of-bias-communication-difficulties-and-belonging-in.pdf","r",NA,35,"=",-0.27,"=",0.1,0.106061248514371,"r(35) = -.27, p = .10",FALSE,FALSE,FALSE,0.72
"2010-11-LSP-gluszek-dovidio-2010-speaking-with-a-nonnative-accent-perceptions-of-bias-communication-difficulties-and-belonging-in.pdf","r",NA,16,"=",-0.07,"=",0.8,0.782546379242498,"r(16) = -.07, p = .80",FALSE,FALSE,FALSE,0.72
"2010-11-LSP-gluszek-dovidio-2010-speaking-with-a-nonnative-accent-perceptions-of-bias-communication-difficulties-and-belonging-in.pdf","r",NA,31,"=",0.08,"=",0.66,0.658087309065215,"r(31) = .08, p = .66",FALSE,FALSE,FALSE,0.72
"2010-11-LSP-gluszek-dovidio-2010-speaking-with-a-nonnative-accent-perceptions-of-bias-communication-difficulties-and-belonging-in.pdf","r",NA,86,"=",0.53,"<",0.001,1.09458448267538e-07,"r(86) = .53, p < .001",FALSE,FALSE,FALSE,0.72
"2010-15-LSP-holtgraves-mcnamara-2010-parkinson-s-disease-and-politeness.pdf","t",NA,58,"=",-3.74,"<",0.05,0.000423547834922866,"t(58) = -3.74, p < .05",FALSE,FALSE,FALSE,0.78
"2010-15-LSP-holtgraves-mcnamara-2010-parkinson-s-disease-and-politeness.pdf","t",NA,58,"=",1.8,"<",0.1,0.0770619934018565,"t(58) = 1.8, p < .1",FALSE,FALSE,FALSE,0.78
"2010-15-LSP-holtgraves-mcnamara-2010-parkinson-s-disease-and-politeness.pdf","t",NA,58,"=",4.17,"<",0.01,0.000102999563398364,"t(58) = 4.17, p < .01",FALSE,FALSE,FALSE,0.78
"2010-15-LSP-holtgraves-mcnamara-2010-parkinson-s-disease-and-politeness.pdf","F",1,58,"=",39.16,"<",0.001,5.10274277455143e-08,"F(1, 58) = 39.16, p < .001",FALSE,FALSE,FALSE,0.78
"2010-15-LSP-holtgraves-mcnamara-2010-parkinson-s-disease-and-politeness.pdf","F",1,57,"=",52.19,"<",0.001,1.3455762396299e-09,"F(1, 57) = 52.19, p < .001",FALSE,FALSE,FALSE,0.78
"2010-15-LSP-holtgraves-mcnamara-2010-parkinson-s-disease-and-politeness.pdf","F",1,44,"=",3.61,"=",0.06,0.063998876116351,"F(1, 44) = 3.61, p = .06",FALSE,FALSE,FALSE,0.78
"2010-15-LSP-holtgraves-mcnamara-2010-parkinson-s-disease-and-politeness.pdf","F",1,44,"=",4.17,"<",0.05,0.0471679677592095,"F(1, 44) = 4.17,p < .05",FALSE,FALSE,FALSE,0.78
"2010-15-LSP-holtgraves-mcnamara-2010-parkinson-s-disease-and-politeness.pdf","F",1,26,"=",7.93,"<",0.01,0.00915452904629327,"F(1, 26) = 7.93, p < .01",FALSE,FALSE,FALSE,0.78
"2010-15-LSP-holtgraves-mcnamara-2010-parkinson-s-disease-and-politeness.pdf","F",1,45,"=",3.76,"<",0.06,0.058778438055922,"F(1, 45) = 3.76, p < .06",FALSE,FALSE,FALSE,0.78
"2010-15-LSP-holtgraves-mcnamara-2010-parkinson-s-disease-and-politeness.pdf","F",1,16,"=",5.68,"<",0.05,0.0298971170498466,"F(1, 16) = 5.68, p < .05",FALSE,FALSE,FALSE,0.78
"2010-15-LSP-holtgraves-mcnamara-2010-parkinson-s-disease-and-politeness.pdf","Chi2",3,NA,"=",14.77,"<",0.001,0.00202413157428228,"c2(3) = 14.77, p < .001",TRUE,FALSE,FALSE,0.78
"2010-15-LSP-holtgraves-mcnamara-2010-parkinson-s-disease-and-politeness.pdf","Chi2",3,NA,"=",16.15,"<",0.01,0.00105644467426052,"c2(3) = 16.15, p < .01",FALSE,FALSE,FALSE,0.78
"2010-15-LSP-holtgraves-mcnamara-2010-parkinson-s-disease-and-politeness.pdf","Chi2",3,NA,"=",2.27,">",0.05,0.518292460203443,"c2(3) = 2.27, p > .05",FALSE,FALSE,FALSE,0.78
"2010-15-LSP-holtgraves-mcnamara-2010-parkinson-s-disease-and-politeness.pdf","F",1,58,"=",8.92,"<",0.01,0.00412758356028186,"F(1, 58) = 8.92,p < .01",FALSE,FALSE,FALSE,0.78
"2010-17-LSP-palomares-lee-2009-virtual-gender-identity-the-linguistic-assimilation-to-gendered-avatars-in-computer-mediated.pdf","F",1,46,"=",113.91,"<",0.001,4.92680622675979e-14,"F(1, 46) = 113.91, p < .001",FALSE,FALSE,TRUE,0.78
"2010-17-LSP-palomares-lee-2009-virtual-gender-identity-the-linguistic-assimilation-to-gendered-avatars-in-computer-mediated.pdf","t",NA,24,"=",4.37,"<",0.001,0.000206153136867925,"t(24) = 4.37, p < .001",FALSE,FALSE,TRUE,0.78
"2010-17-LSP-palomares-lee-2009-virtual-gender-identity-the-linguistic-assimilation-to-gendered-avatars-in-computer-mediated.pdf","t",NA,24,"=",-14.97,"<",0.001,1.13403570167814e-13,"t(24) = -14.97, p < .001",FALSE,FALSE,TRUE,0.78
"2010-17-LSP-palomares-lee-2009-virtual-gender-identity-the-linguistic-assimilation-to-gendered-avatars-in-computer-mediated.pdf","t",NA,110,"=",1.66,"=",0.1,0.0997626787051751,"t(110) = 1.66, p = .10",FALSE,FALSE,TRUE,0.78
"2010-17-LSP-palomares-lee-2009-virtual-gender-identity-the-linguistic-assimilation-to-gendered-avatars-in-computer-mediated.pdf","t",NA,75,"=",-7.8,"<",0.001,2.86377814943102e-11,"t(75) = -7.80, p < .001",FALSE,FALSE,TRUE,0.78
"2010-17-LSP-palomares-lee-2009-virtual-gender-identity-the-linguistic-assimilation-to-gendered-avatars-in-computer-mediated.pdf","F",1,149,"=",5.64,"=",0.02,0.0188283533980816,"F(1, 149) = 5.64, p = .02",FALSE,FALSE,TRUE,0.78
"2010-17-LSP-palomares-lee-2009-virtual-gender-identity-the-linguistic-assimilation-to-gendered-avatars-in-computer-mediated.pdf","t",NA,153,"=",1.5,"=",0.14,0.135675097238372,"t(153) = 1.50, p = .14",FALSE,FALSE,TRUE,0.78
"2010-17-LSP-palomares-lee-2009-virtual-gender-identity-the-linguistic-assimilation-to-gendered-avatars-in-computer-mediated.pdf","t",NA,153,"=",2.04,"=",0.04,0.0430702749821189,"t(153) = 2.04, p = .04",FALSE,FALSE,TRUE,0.78
"2010-17-LSP-palomares-lee-2009-virtual-gender-identity-the-linguistic-assimilation-to-gendered-avatars-in-computer-mediated.pdf","t",NA,153,"=",1.39,"=",0.17,0.166547885112139,"t(153) = 1.39, p = .17",FALSE,FALSE,TRUE,0.78
"2010-17-LSP-palomares-lee-2009-virtual-gender-identity-the-linguistic-assimilation-to-gendered-avatars-in-computer-mediated.pdf","F",1,149,"=",4.11,"=",0.04,0.0444131582778133,"F(1, 149) = 4.11, p = .04",FALSE,FALSE,TRUE,0.78
"2010-17-LSP-palomares-lee-2009-virtual-gender-identity-the-linguistic-assimilation-to-gendered-avatars-in-computer-mediated.pdf","t",NA,153,"=",1.36,"=",0.18,0.175830521164019,"t(153) = 1.36, p = .18",FALSE,FALSE,TRUE,0.78
"2010-17-LSP-palomares-lee-2009-virtual-gender-identity-the-linguistic-assimilation-to-gendered-avatars-in-computer-mediated.pdf","t",NA,153,"=",1.83,"=",0.07,0.0691961482711137,"t(153) = 1.83, p = .07",FALSE,FALSE,TRUE,0.78
"2010-17-LSP-palomares-lee-2009-virtual-gender-identity-the-linguistic-assimilation-to-gendered-avatars-in-computer-mediated.pdf","t",NA,153,"=",1.08,"=",0.28,0.281841703424791,"t(153) = 1.08, p = .28",FALSE,FALSE,TRUE,0.78
"2010-17-LSP-palomares-lee-2009-virtual-gender-identity-the-linguistic-assimilation-to-gendered-avatars-in-computer-mediated.pdf","F",1,149,"=",1.75,"=",0.18,0.187903390957305,"F(1, 149) = 1.75, p = .18",TRUE,FALSE,TRUE,0.78
"2010-19-LSP-rice-et-al-2009-what-did-you-just-call-me-european-and-american-ratings-of-the-valence-of-ethnophaulisms.pdf","t",NA,110,"=",9.09,"<",0.001,4.74296835656066e-15,"t(110) = 9.09, p < .001",FALSE,FALSE,FALSE,1
"2010-19-LSP-rice-et-al-2009-what-did-you-just-call-me-european-and-american-ratings-of-the-valence-of-ethnophaulisms.pdf","Z",NA,NA,"=",7.6,"<",0.001,2.96130749800962e-14,"(Z = 7.60, p < .001",FALSE,FALSE,FALSE,1
"2010-19-LSP-rice-et-al-2009-what-did-you-just-call-me-european-and-american-ratings-of-the-valence-of-ethnophaulisms.pdf","Z",NA,NA,"=",6.23,"<",0.001,4.66435174773502e-10,"(Z = 6.23, p < .001",FALSE,FALSE,FALSE,1
"2010-19-LSP-rice-et-al-2009-what-did-you-just-call-me-european-and-american-ratings-of-the-valence-of-ethnophaulisms.pdf","Z",NA,NA,"=",3.5,"<",0.001,0.00046525815807105,"(Z = 3.50, p < .001",FALSE,FALSE,FALSE,1
"2010-19-LSP-rice-et-al-2009-what-did-you-just-call-me-european-and-american-ratings-of-the-valence-of-ethnophaulisms.pdf","t",NA,13,"=",6.13,"<",0.001,3.60183161149308e-05,"t(13) = 6.13, p < .001",FALSE,FALSE,FALSE,1
"2010-19-LSP-rice-et-al-2009-what-did-you-just-call-me-european-and-american-ratings-of-the-valence-of-ethnophaulisms.pdf","Z",NA,NA,"=",-0.81,"=",0.7921,0.417940175743203,"(Z = -.81, p = .7921",TRUE,FALSE,FALSE,1
"2010-19-LSP-rice-et-al-2009-what-did-you-just-call-me-european-and-american-ratings-of-the-valence-of-ethnophaulisms.pdf","t",NA,17,"=",3.02,"=",0.0077,0.00771828409895756,"t(17) = 3.02, p = .0077",FALSE,FALSE,FALSE,1
"2010-21-LSP-schweinle-et-al-2010-maritally-aggressive-men-angry-egocentric-impulsive-and-or-biased.pdf","F",4,81,"=",4.93,"<",0.01,0.00131305896932259,"F(4, 81) = 4.93,p < .01",FALSE,FALSE,TRUE,0.35
"2010-21-LSP-schweinle-et-al-2010-maritally-aggressive-men-angry-egocentric-impulsive-and-or-biased.pdf","F",1,81,"=",2.9,"ns",NA,0.0924140876131332,"F(1, 81) = 2.90, ns",FALSE,FALSE,TRUE,0.35
"2010-21-LSP-schweinle-et-al-2010-maritally-aggressive-men-angry-egocentric-impulsive-and-or-biased.pdf","F",3,82,"=",12.07,"<",0.01,1.27260294598758e-06,"F(3, 82) = 12.07, p < .01",FALSE,FALSE,TRUE,0.35
"2010-21-LSP-schweinle-et-al-2010-maritally-aggressive-men-angry-egocentric-impulsive-and-or-biased.pdf","F",8,77,"=",9.08,"<",0.01,1.06721406350968e-08,"F(8, 77) = 9.08,p < .01",FALSE,FALSE,TRUE,0.35
"2010-21-LSP-schweinle-et-al-2010-maritally-aggressive-men-angry-egocentric-impulsive-and-or-biased.pdf","F",5,77,"=",5.03,"<",0.01,0.000485209799422659,"F(5, 77) = 5.03, p < .01",FALSE,FALSE,TRUE,0.35
"2010-21-LSP-schweinle-et-al-2010-maritally-aggressive-men-angry-egocentric-impulsive-and-or-biased.pdf","F",10,75,"=",7.01,"<",0.01,1.16226019209353e-07,"F(10, 75) = 7.01, p < .01",FALSE,FALSE,TRUE,0.35
"2010-21-LSP-schweinle-et-al-2010-maritally-aggressive-men-angry-egocentric-impulsive-and-or-biased.pdf","F",4,73,"=",2.38,"<",0.06,0.0593994093057558,"F(4, 73) = 2.38, p < .06",FALSE,FALSE,TRUE,0.35
"2010-21-LSP-schweinle-et-al-2010-maritally-aggressive-men-angry-egocentric-impulsive-and-or-biased.pdf","F",1,72,"=",4.16,"<",0.05,0.0450596906280874,"F(1, 72) = 4.16, p < .05",FALSE,FALSE,TRUE,0.35
"2010-24-LSP-verkuyten-thijs-2010-ethnic-minority-labeling-multiculturalism-and-the-attitude-of-majority-group-members.pdf","F",3,502,"=",411.33,"<",0.001,8.50067164329897e-135,"F(3, 502) = 411.33, p < .001",FALSE,FALSE,TRUE,0.45
"2010-24-LSP-verkuyten-thijs-2010-ethnic-minority-labeling-multiculturalism-and-the-attitude-of-majority-group-members.pdf","t",NA,504,"=",-5.38,"<",0.001,1.14257088168456e-07,"t(504) = -5.38, p < .001",FALSE,FALSE,TRUE,0.45
"2010-24-LSP-verkuyten-thijs-2010-ethnic-minority-labeling-multiculturalism-and-the-attitude-of-majority-group-members.pdf","t",NA,504,"=",-9.9,"<",0.001,3.10978430432858e-21,"t(504) = -9.90, p < .001",FALSE,FALSE,TRUE,0.45
"2010-24-LSP-verkuyten-thijs-2010-ethnic-minority-labeling-multiculturalism-and-the-attitude-of-majority-group-members.pdf","F",1,503,"=",19.81,"<",0.001,1.05419694580209e-05,"F(1, 503) = 19.81, p < .001",FALSE,FALSE,TRUE,0.45
"2010-24-LSP-verkuyten-thijs-2010-ethnic-minority-labeling-multiculturalism-and-the-attitude-of-majority-group-members.pdf","t",NA,255,"=",-4.51,"<",0.001,9.89539908102835e-06,"t(255) = -4.51, p < .001",FALSE,FALSE,TRUE,0.45
"2010-25-LSP-westerman-tamborini-2010-scriptedness-and-televised-sports-violent-consumption-and-viewer-enjoyment.pdf","Chi2",1,NA,"=",144.7,"<",0.001,2.49774935281358e-33,"c2(1, N = 721) =144.7, p < .001",FALSE,FALSE,FALSE,0.73
"2010-25-LSP-westerman-tamborini-2010-scriptedness-and-televised-sports-violent-consumption-and-viewer-enjoyment.pdf","F",3,57,"=",86.92,"<",0.001,2.99779960513281e-21,"F(3, 57) = 86.92, p <.001",FALSE,FALSE,FALSE,0.73
"2010-25-LSP-westerman-tamborini-2010-scriptedness-and-televised-sports-violent-consumption-and-viewer-enjoyment.pdf","F",1,138,"=",4.08,"<",0.05,0.045329355823049,"F(1, 138) = 4.08,p < .05",FALSE,FALSE,FALSE,0.73
"2010-25-LSP-westerman-tamborini-2010-scriptedness-and-televised-sports-violent-consumption-and-viewer-enjoyment.pdf","F",1,138,"=",7.31,"<",0.01,0.00771994045452326,"F(1, 138) = 7.31,p < .01",FALSE,FALSE,FALSE,0.73
"2010-25-LSP-westerman-tamborini-2010-scriptedness-and-televised-sports-violent-consumption-and-viewer-enjoyment.pdf","F",1,138,"=",0.84,"ns",NA,0.360995645629481,"F(1, 138) =.84, ns.",FALSE,FALSE,FALSE,0.73
"2010-25-LSP-westerman-tamborini-2010-scriptedness-and-televised-sports-violent-consumption-and-viewer-enjoyment.pdf","F",1,138,"=",0.036,"ns",NA,0.849794288928603,"F(1, 138) = .036, ns.",FALSE,FALSE,FALSE,0.73
"2010-25-LSP-westerman-tamborini-2010-scriptedness-and-televised-sports-violent-consumption-and-viewer-enjoyment.pdf","F",1,138,"=",0.312,"ns",NA,0.57736069054682,"F(1, 138) = .312, ns.",FALSE,FALSE,FALSE,0.73
"2010-25-LSP-westerman-tamborini-2010-scriptedness-and-televised-sports-violent-consumption-and-viewer-enjoyment.pdf","F",1,138,"=",1.97,"ns",NA,0.162694088811096,"F(1, 138) = 1.97, ns",FALSE,FALSE,FALSE,0.73
"2010-25-LSP-westerman-tamborini-2010-scriptedness-and-televised-sports-violent-consumption-and-viewer-enjoyment.pdf","F",1,138,"=",4.38,"<",0.05,0.0381937209694884,"F(1, 138) =4.38, p < .05",FALSE,FALSE,FALSE,0.73
"2010-25-LSP-westerman-tamborini-2010-scriptedness-and-televised-sports-violent-consumption-and-viewer-enjoyment.pdf","F",1,138,"=",4.07,"<",0.05,0.0455903789848849,"F(1, 138) = 4.07, p < .05",FALSE,FALSE,FALSE,0.73
"2010-25-LSP-westerman-tamborini-2010-scriptedness-and-televised-sports-violent-consumption-and-viewer-enjoyment.pdf","F",1,138,"=",6.78,"<",0.05,0.0102273127051696,"F(1, 138) = 6.78, p < .05",FALSE,FALSE,FALSE,0.73
"2011-01-LSP-abrams-bippus-2011-an-intergroup-investigation-of-disparaging-humor.pdf","F",1,343,"=",4.26,"<",0.04,0.0397715948007453,"F(1, 343) = 4.26, p < .04",FALSE,FALSE,FALSE,0.93
"2011-01-LSP-abrams-bippus-2011-an-intergroup-investigation-of-disparaging-humor.pdf","F",1,343,"=",1.22,"=",0.27,0.270134872361086,"F(1, 343) = 1.22, p = .27",FALSE,FALSE,FALSE,0.93
"2011-01-LSP-abrams-bippus-2011-an-intergroup-investigation-of-disparaging-humor.pdf","F",1,343,"=",3.89,"<",0.5,0.0493773596245914,"F(1, 343) = 3.89, p < .50",FALSE,FALSE,FALSE,0.93
"2011-01-LSP-abrams-bippus-2011-an-intergroup-investigation-of-disparaging-humor.pdf","F",2,343,"=",7.46,"<",0.002,0.000673981986437255,"F(2, 343) = 7.46, p < .002",FALSE,FALSE,FALSE,0.93
"2011-01-LSP-abrams-bippus-2011-an-intergroup-investigation-of-disparaging-humor.pdf","F",1,343,"=",7.07,"<",0.009,0.00820605074303016,"F(1, 343) = 7.07, p < .009",FALSE,FALSE,FALSE,0.93
"2011-01-LSP-abrams-bippus-2011-an-intergroup-investigation-of-disparaging-humor.pdf","F",1,343,"=",7.81,"<",0.007,0.00548797552126765,"F(1, 343) = 7.81,p < .007",FALSE,FALSE,FALSE,0.93
"2011-01-LSP-abrams-bippus-2011-an-intergroup-investigation-of-disparaging-humor.pdf","F",1,337,"=",26.52,"<",0.001,4.44541553857877e-07,"F(1, 337) = 26.52, p < .001",FALSE,FALSE,FALSE,0.93
"2011-01-LSP-abrams-bippus-2011-an-intergroup-investigation-of-disparaging-humor.pdf","F",2,337,"=",14.71,"<",0.001,7.50149955556809e-07,"F(2, 337) = 14.71, p < .001",FALSE,FALSE,FALSE,0.93
"2011-01-LSP-abrams-bippus-2011-an-intergroup-investigation-of-disparaging-humor.pdf","F",1,337,"=",33.47,"<",0.001,1.65401332057625e-08,"F(1, 337) = 33.47, p < .001",FALSE,FALSE,FALSE,0.93
"2011-01-LSP-abrams-bippus-2011-an-intergroup-investigation-of-disparaging-humor.pdf","F",1,337,"=",81.93,"<",0.001,1.15301436646749e-17,"F(1, 337) =81.93, p < .001",FALSE,FALSE,FALSE,0.93
"2011-01-LSP-abrams-bippus-2011-an-intergroup-investigation-of-disparaging-humor.pdf","F",2,337,"=",4.34,"<",0.02,0.0137729387217206,"F(2, 337) = 4.34, p < .02",FALSE,FALSE,FALSE,0.93
"2011-01-LSP-abrams-bippus-2011-an-intergroup-investigation-of-disparaging-humor.pdf","F",2,337,"=",24.77,"<",0.001,9.19125396483465e-11,"F(2, 337) = 24.77, p < .001",FALSE,FALSE,FALSE,0.93
"2011-01-LSP-abrams-bippus-2011-an-intergroup-investigation-of-disparaging-humor.pdf","F",1,343,"=",11.04,"<",0.001,0.000987815478434488,"F(1, 343) = 11.04, p < .001",FALSE,FALSE,FALSE,0.93
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","t",NA,149,"=",5.4,"<",0.001,2.57638864450837e-07,"t(149) = 5.4, p < .001",FALSE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","t",NA,149,"=",2.43,"=",0.016,0.0162875774556954,"t(149) = 2.43, p = .016",FALSE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","t",NA,149,"=",2,"=",0.048,0.0473176782821213,"t(149) = 2.00, p =.048",FALSE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","t",NA,147,"=",2.08,"=",0.04,0.0392615873707082,"t(147) = 2.08,p = .04",FALSE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","t",NA,147,"=",0.83,"=",0.41,0.407884674084771,"t(147) = .83, p = .41",FALSE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","F",1,145,"=",6.24,"=",0.014,0.01360639676841,"F(1, 145) = 6.24, p = .014",FALSE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","t",NA,74,"=",-3.28,"=",0.002,0.00158432776850526,"t(74) = -3.28, p = .002",FALSE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","t",NA,71,"=",0.09,"=",0.93,0.928540626208581,"t(71) = 0.09, p = .93",FALSE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","Z",NA,NA,"=",1.75,"=",0.08,0.0801183137276342,"(z = 1.75, p = .08",FALSE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","t",NA,143,"=",2.28,"=",0.024,0.0240867828321198,"t(143) =2.28, p = .024",FALSE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","Z",NA,NA,"=",1.75,"=",0.08,0.0801183137276342,"(z = 1.75, p = .08",FALSE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","t",NA,74,"=",2.18,"=",0.032,0.0324384083463042,"t(74) = 2.18, p = .032",FALSE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","t",NA,71,"=",1.31,"=",0.19,0.194418504799625,"t(71) = 1.31, p = .19",FALSE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","t",NA,202,"=",3.3,"=",0.001,0.00114287369954815,"t(202) = 3.30, p = .001",FALSE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","F",1,201,"=",7.18,"=",0.008,0.00798311279166008,"F(1, 201) = 7.18, p = .008",FALSE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","Z",NA,NA,"=",2.49,"=",0.01,0.0127743095298863,"(z = 2.49, p = .01",FALSE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","F",1,201,"=",8.23,"=",0.005,0.00456042329536614,"F(1, 201) =8.23, p = .005",FALSE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","Z",NA,NA,"=",2.62,"=",0.009,0.00879297669624262,"(z = 2.62, p = .009",FALSE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","Z",NA,NA,"=",2.49,"=",0.01,0.0127743095298863,"(z = 2.49, p = .01",FALSE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","Z",NA,NA,"=",2.62,"=",0.009,0.00879297669624262,"(z = 2.62,p = .009",FALSE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","t",NA,100,"=",2.09,"=",0.04,0.0391547306645017,"t(100) = 2.09, p = .04",FALSE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","t",NA,101,"=",1.74,"=",0.08,0.0849050510950121,"t(101) = 1.74, p = .08",FALSE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","t",NA,203,"=",0.56,"=",0.58,0.576096865251771,"t(203) = 0.56, p = .58",FALSE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","t",NA,201,"=",2.2,"=",0.029,0.0289465814876686,"t(201) = 2.2, p = .029",FALSE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","t",NA,201,"=",2.98,"=",0.003,0.00323791578164572,"t(201) =2.98, p = .003",FALSE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","t",NA,201,"=",2.13,"=",0.034,0.0343875738647787,"t(201) = 2.13, p = .034",FALSE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","t",NA,199,"=",2.01,"=",0.047,0.0457815013574885,"t(199) = 2.01, p = .047",TRUE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","t",NA,199,"=",1.32,"=",0.19,0.188351393079906,"t(199) = 1.32, p = .19",FALSE,FALSE,FALSE,0.83
"2011-04-LSP-craig-blankenship-2011-language-and-persuasion-linguistic-extremity-influences-message-processing-and-behavioral.pdf","Z",NA,NA,"=",2.69,"=",0.007,0.00714520190479948,"(z = 2.69, p = .007",FALSE,FALSE,FALSE,0.83
"2011-06-LSP-gluszek-et-al-2010-social-psychological-orientations-and-accent-strength.pdf","r",NA,115,"=",-0.37,"<",0.001,4.02769333392634e-05,"r(115) = -.37, p < .001",FALSE,FALSE,FALSE,0.17
"2011-06-LSP-gluszek-et-al-2010-social-psychological-orientations-and-accent-strength.pdf","Chi2",8,NA,"=",10.85,"=",0.211,0.210344123230959,"2(8) = 10.85, p =.211",FALSE,FALSE,FALSE,0.17
"2011-06-LSP-gluszek-et-al-2010-social-psychological-orientations-and-accent-strength.pdf","Chi2",8,NA,"=",40.89,"<",0.001,2.18568491739374e-06,"2(8) = 40.89, p < .001",FALSE,FALSE,FALSE,0.17
"2011-06-LSP-gluszek-et-al-2010-social-psychological-orientations-and-accent-strength.pdf","Chi2",6,NA,"=",58.27,"<",0.001,1.01023087678542e-10,"2(6) = 58.27, p < .001",FALSE,FALSE,FALSE,0.17
"2011-07-LSP-haslam-et-al-2011-beastly-what-makes-animal-metaphors-offensive.pdf","t",NA,39,"=",1.74,"=",0.09,0.0897459691718054,"t(39) = 1.74, p = .09",FALSE,FALSE,FALSE,0.56
"2011-07-LSP-haslam-et-al-2011-beastly-what-makes-animal-metaphors-offensive.pdf","t",NA,39,"=",1.96,"=",0.06,0.0571689399338792,"t(39) = 1.96, p = .06",FALSE,FALSE,FALSE,0.56
"2011-07-LSP-haslam-et-al-2011-beastly-what-makes-animal-metaphors-offensive.pdf","F",5,34,"=",10.53,"<",0.001,3.62920898112692e-06,"F(5, 34) = 10.53, p < .001",FALSE,FALSE,FALSE,0.56
